42,110,강원도 춘천시
42,130,강원도 원주시
42,150,강원도 강릉시
42,170,강원도 동해시
42,190,강원도 태백시
42,210,강원도 속초시
42,230,강원도 삼척시
42,720,강원도 홍천군
42,730,강원도 횡성군
42,750,강원도 영월군
42,760,강원도 평창군
42,770,강원도 정선군
42,780,강원도 철원군
42,790,강원도 화천군
42,800,강원도 양구군
42,810,강원도 인제군
42,820,강원도 고성군
42,830,강원도 양양군
43,110,충청북도 청주시
43,111,충청북도 청주시 상당구
43,112,충청북도 청주시 서원구
43,113,충청북도 청주시 흥덕구
43,114,충청북도 청주시 청원구
43,130,충청북도 충주시
43,150,충청북도 제천시
43,720,충청북도 보은군
43,730,충청북도 옥천군
43,740,충청북도 영동군
43,745,충청북도 증평군
43,750,충청북도 진천군
43,760,충청북도 괴산군
43,770,충청북도 음성군
43,800,충청북도 단양군
44,130,충청남도 천안시
44,131,충청남도 천안시 동남구
44,133,충청남도 천안시 서북구
44,150,충청남도 공주시
44,180,충청남도 보령시
44,200,충청남도 아산시
44,210,충청남도 서산시
44,230,충청남도 논산시
44,250,충청남도 계룡시
44,270,충청남도 당진시
44,710,충청남도 금산군
44,760,충청남도 부여군
44,770,충청남도 서천군
44,790,충청남도 청양군
44,800,충청남도 홍성군
44,810,충청남도 예산군
44,825,충청남도 태안군
45,110,전라북도 전주시
45,111,전라북도 전주시 완산구
45,113,전라북도 전주시 덕진구
45,130,전라북도 군산시
45,140,전라북도 익산시
45,180,전라북도 정읍시
45,190,전라북도 남원시
45,210,전라북도 김제시
45,710,전라북도 완주군
45,720,전라북도 진안군
45,730,전라북도 무주군
45,740,전라북도 장수군
45,750,전라북도 임실군
45,770,전라북도 순창군
45,790,전라북도 고창군
45,800,전라북도 부안군
46,110,전라남도 목포시
46,130,전라남도 여수시
46,150,전라남도 순천시
46,170,전라남도 나주시
46,230,전라남도 광양시
46,710,전라남도 담양군
46,720,전라남도 곡성군
46,730,전라남도 구례군
46,770,전라남도 고흥군
46,780,전라남도 보성군
46,790,전라남도 화순군
46,800,전라남도 장흥군
46,810,전라남도 강진군
46,820,전라남도 해남군
46,830,전라남도 영암군
46,840,전라남도 무안군
46,860,전라남도 함평군
46,870,전라남도 영광군
46,880,전라남도 장성군
46,890,전라남도 완도군
46,900,전라남도 진도군
46,910,전라남도 신안군
47,110,경상북도 포항시
47,111,경상북도 포항시 남구
47,113,경상북도 포항시 북구
47,130,경상북도 경주시
47,150,경상북도 김천시
47,170,경상북도 안동시
47,190,경상북도 구미시
47,210,경상북도 영주시
47,230,경상북도 영천시
47,250,경상북도 상주시
47,280,경상북도 문경시
47,290,경상북도 경산시
47,720,경상북도 군위군
47,730,경상북도 의성군
47,750,경상북도 청송군
47,760,경상북도 영양군
47,770,경상북도 영덕군
47,820,경상북도 청도군
47,830,경상북도 고령군
47,840,경상북도 성주군
47,850,경상북도 칠곡군
47,900,경상북도 예천군
47,920,경상북도 봉화군
47,930,경상북도 울진군
47,940,경상북도 울릉군
48,120,경상남도 창원시
48,121,경상남도 창원시 의창구
48,123,경상남도 창원시 성산구
48,125,경상남도 창원시 마산합포구
48,127,경상남도 창원시 마산회원구
48,129,경상남도 창원시 진해구
48,170,경상남도 진주시
48,220,경상남도 통영시
48,240,경상남도 사천시
48,250,경상남도 김해시
48,270,경상남도 밀양시
48,310,경상남도 거제시
48,330,경상남도 양산시
48,720,경상남도 의령군
48,730,경상남도 함안군
48,740,경상남도 창녕군
48,820,경상남도 고성군
48,840,경상남도 남해군
48,850,경상남도 하동군
48,860,경상남도 산청군
48,870,경상남도 함양군
48,880,경상남도 거창군
48,890,경상남도 합천군
50,110,제주특별자치도 제주시
50,130,제주특별자치도 서귀포시
